dataset	Ensembl_ID	Gene_symbol	histology_group	stage	mean_expr	sd_expr	n_samples
GSE135251	ENSG00000074219	TEAD2	F1	1	6.1712277806844	0.37911829247246	48
GSE135251	ENSG00000074219	TEAD2	F2	2	6.17539968610031	0.465096814056431	54
GSE135251	ENSG00000074219	TEAD2	F3	3	6.23161350482385	0.500904961498557	54
GSE135251	ENSG00000074219	TEAD2	F4	4	6.46276013500658	0.612132003757915	14
GSE135251	ENSG00000007866	TEAD3	F0	0	7.14829833218662	0.553263769939156	38
GSE135251	ENSG00000007866	TEAD3	F1	1	7.01503767241128	0.522066340515883	48
GSE135251	ENSG00000007866	TEAD3	F2	2	7.21366856252101	0.558972091731298	54
GSE135251	ENSG00000007866	TEAD3	F3	3	7.18556448110993	0.588680577659245	54
GSE135251	ENSG00000007866	TEAD3	F4	4	7.38076402059745	0.666370957679998	14
GSE135251	ENSG00000197905	TEAD4	F0	0	4.07375418030056	0.659229404901819	38
GSE135251	ENSG00000197905	TEAD4	F1	1	3.8977123116562	0.665803460872871	48
GSE135251	ENSG00000197905	TEAD4	F2	2	4.1692863890708	0.642043081894517	54
GSE135251	ENSG00000197905	TEAD4	F3	3	4.20604587507488	0.576184806969901	54
GSE135251	ENSG00000197905	TEAD4	F4	4	4.74500553114709	0.693868555429191	14
GSE135251	ENSG00000138336	TET1	F0	0	3.32612841742538	0.887284078885514	38
GSE135251	ENSG00000138336	TET1	F1	1	3.42725440214444	0.743556327859944	48
GSE135251	ENSG00000138336	TET1	F2	2	3.30545307866941	0.889577691824636	54
GSE135251	ENSG00000138336	TET1	F3	3	3.35816611570096	0.635383397758143	54
GSE135251	ENSG00000138336	TET1	F4	4	3.48357715883904	0.662135265700834	14
GSE135251	ENSG00000168769	TET2	F0	0	7.83968183839935	0.762346897685329	38
GSE135251	ENSG00000168769	TET2	F1	1	8.0217141791001	0.586481386978086	48
GSE135251	ENSG00000168769	TET2	F2	2	7.83019621337052	0.684699970155845	54
GSE135251	ENSG00000168769	TET2	F3	3	7.92989711211916	0.499947976170526	54
GSE135251	ENSG00000168769	TET2	F4	4	8.11625779535316	0.418030227029544	14
GSE135251	ENSG00000187605	TET3	F0	0	7.83989436080423	0.402985801182083	38
GSE135251	ENSG00000187605	TET3	F1	1	7.84603708221719	0.359932905694538	48
GSE135251	ENSG00000187605	TET3	F2	2	7.86234893830713	0.495818814655582	54
GSE135251	ENSG00000187605	TET3	F3	3	7.95546601037928	0.465060550526259	54
GSE135251	ENSG00000187605	TET3	F4	4	8.09265105934075	0.353231018278462	14
GSE135251	ENSG00000137076	TLN1	F0	0	10.5562493496698	0.44625336181461	38
GSE135251	ENSG00000137076	TLN1	F1	1	10.536193550735	0.514574522527942	48
GSE135251	ENSG00000137076	TLN1	F2	2	10.6520834502998	0.526191215912386	54
GSE135251	ENSG00000137076	TLN1	F3	3	10.4359112376984	0.454497372452057	54
GSE135251	ENSG00000137076	TLN1	F4	4	10.4534110791613	0.444936390341533	14
GSE135251	ENSG00000120802	TMPO	F0	0	9.10318562569859	0.536846016668587	38
GSE135251	ENSG00000120802	TMPO	F1	1	9.09561938588515	0.546040470132019	48
GSE135251	ENSG00000120802	TMPO	F2	2	9.08792703195344	0.526336415278965	54
GSE135251	ENSG00000120802	TMPO	F3	3	9.18216755733258	0.514794200024017	54
GSE135251	ENSG00000120802	TMPO	F4	4	9.07268903513397	0.43698749492669	14
GSE135251	ENSG00000047410	TPR	F0	0	9.96591927168521	0.266014332016036	38
GSE135251	ENSG00000047410	TPR	F1	1	10.0018932548076	0.235985834253675	48
GSE135251	ENSG00000047410	TPR	F2	2	9.99654053909179	0.301317002898931	54
GSE135251	ENSG00000047410	TPR	F3	3	9.98993014943465	0.26032504015619	54
GSE135251	ENSG00000047410	TPR	F4	4	10.1541837594628	0.262845308335909	14
GSE135251	ENSG00000123416	TUBA1B	F0	0	11.2733209444908	0.408456715986722	38
GSE135251	ENSG00000123416	TUBA1B	F1	1	11.3012723535726	0.409750311909042	48
GSE135251	ENSG00000123416	TUBA1B	F2	2	11.3902535644373	0.397369355763053	54
GSE135251	ENSG00000123416	TUBA1B	F3	3	11.3779996800572	0.383863185037706	54
GSE135251	ENSG00000123416	TUBA1B	F4	4	11.2781845216065	0.302465300386194	14
GSE135251	ENSG00000035403	VCL	F0	0	8.82100673592634	0.383492499212691	38
GSE135251	ENSG00000035403	VCL	F1	1	8.93218821292486	0.336279398705689	48
GSE135251	ENSG00000035403	VCL	F2	2	8.9746569043862	0.369657497361876	54
GSE135251	ENSG00000035403	VCL	F3	3	9.0470057013633	0.359963177419511	54
GSE135251	ENSG00000035403	VCL	F4	4	9.1535762890894	0.25911784599708	14
GSE135251	ENSG00000026025	VIM	F0	0	10.2703488558469	0.543297807141829	38
GSE135251	ENSG00000026025	VIM	F1	1	10.4869066486117	0.562264754813009	48
GSE135251	ENSG00000026025	VIM	F2	2	10.4956802795678	0.601379005857562	54
GSE135251	ENSG00000026025	VIM	F3	3	10.7641602114197	0.553723128836342	54
GSE135251	ENSG00000026025	VIM	F4	4	11.2519964453794	0.678475127772588	14
GSE135251	ENSG00000018408	WWTR1	F0	0	8.47438330828743	0.52161839255415	38
GSE135251	ENSG00000018408	WWTR1	F1	1	8.57539355720927	0.459593855819697	48
GSE135251	ENSG00000018408	WWTR1	F2	2	8.44851810424315	0.435865747407469	54
GSE135251	ENSG00000018408	WWTR1	F3	3	8.56610573798324	0.449459625484977	54
GSE135251	ENSG00000018408	WWTR1	F4	4	8.59702815911616	0.416754885755187	14
GSE135251	ENSG00000137693	YAP1	F0	0	9.0530251303042	0.494801613395723	38
GSE135251	ENSG00000137693	YAP1	F1	1	9.18860659869813	0.404145494500632	48
GSE135251	ENSG00000137693	YAP1	F2	2	9.15840039974271	0.470888744251602	54
GSE135251	ENSG00000137693	YAP1	F3	3	9.35180103967595	0.464414589695595	54
GSE135251	ENSG00000137693	YAP1	F4	4	9.3168564289489	0.406445451260127	14
GSE135251	ENSG00000185728	YTHDF3	F0	0	9.82038115251179	0.582477731187702	38
GSE135251	ENSG00000185728	YTHDF3	F1	1	9.9153408797693	0.481563095776371	48
GSE135251	ENSG00000185728	YTHDF3	F2	2	9.78698201783527	0.569231234319123	54
GSE135251	ENSG00000185728	YTHDF3	F3	3	9.87831914186676	0.532993902253011	54
GSE135251	ENSG00000185728	YTHDF3	F4	4	9.65834025126293	0.601313317216049	14
GSE162694	ENSG00000107796	ACTA2	F0	0	9.79274929963158	0.498159147560903	35
GSE162694	ENSG00000107796	ACTA2	F1	1	9.7714711859303	0.595422510386652	30
GSE162694	ENSG00000107796	ACTA2	F2	2	9.52024861193164	0.467599263467403	27
GSE162694	ENSG00000107796	ACTA2	F3	3	9.76358926072069	0.495097696217813	8
GSE162694	ENSG00000107796	ACTA2	F4	4	10.5168183080742	0.554039690931852	12
GSE162694	ENSG00000075624	ACTB	F0	0	12.9499522326299	0.455888595338024	35
GSE162694	ENSG00000075624	ACTB	F1	1	13.0444643870634	0.601320086754149	30
GSE162694	ENSG00000075624	ACTB	F2	2	12.8447255467378	0.367164249072276	27
GSE162694	ENSG00000075624	ACTB	F3	3	12.9161354185921	0.443457933216641	8
GSE162694	ENSG00000075624	ACTB	F4	4	14.0086725251403	0.704461632025092	12
GSE162694	ENSG00000138071	ACTR2	F0	0	11.0574292101605	0.265264881367593	35
GSE162694	ENSG00000138071	ACTR2	F1	1	11.1854814273997	0.2966319110798	30
GSE162694	ENSG00000138071	ACTR2	F2	2	11.2522540129942	0.25718102675447	27
GSE162694	ENSG00000138071	ACTR2	F3	3	11.2637428997912	0.274579829413883	8
GSE162694	ENSG00000138071	ACTR2	F4	4	11.5116157992484	0.317598688684194	12
GSE162694	ENSG00000130203	APOE	F0	0	13.070416643142	0.91416643612139	35
GSE162694	ENSG00000130203	APOE	F1	1	12.8228812105956	1.14879008480671	30
GSE162694	ENSG00000130203	APOE	F2	2	12.3166893646082	0.745996284258595	27
GSE162694	ENSG00000130203	APOE	F3	3	12.6400946954801	0.979045281154411	8
GSE162694	ENSG00000130203	APOE	F4	4	13.4357935960802	0.856205657345309	12
GSE162694	ENSG00000175334	BANF1	F0	0	8.17520937923614	0.581625848643424	35
GSE162694	ENSG00000175334	BANF1	F1	1	7.97021184462362	0.512027681532722	30
GSE162694	ENSG00000175334	BANF1	F2	2	7.91026327833605	0.368200496882664	27
GSE162694	ENSG00000175334	BANF1	F3	3	8.52497705624925	0.36998875558963	8
GSE162694	ENSG00000175334	BANF1	F4	4	8.08117330125992	0.552897094021832	12
GSE162694	ENSG00000141867	BRD4	F0	0	10.1423407429287	0.485786184985282	35
GSE162694	ENSG00000141867	BRD4	F1	1	9.93343198785063	0.444418068125456	30
GSE162694	ENSG00000141867	BRD4	F2	2	9.95963401702995	0.326725264255844	27
GSE162694	ENSG00000141867	BRD4	F3	3	10.2132654646421	0.314953904464927	8
GSE162694	ENSG00000141867	BRD4	F4	4	9.57973432332953	0.631467770054111	12
GSE162694	ENSG00000094916	CBX5	F0	0	11.5323555662224	0.475746144872421	35
GSE162694	ENSG00000094916	CBX5	F1	1	11.5461584985592	0.42874293217606	30
GSE162694	ENSG00000094916	CBX5	F2	2	11.6057294167306	0.342430565162026	27
GSE162694	ENSG00000094916	CBX5	F3	3	11.6204620575505	0.412868375285575	8
GSE162694	ENSG00000094916	CBX5	F4	4	11.3803622556108	0.311236490434347	12
GSE162694	ENSG00000118523	CCN2	F0	0	6.96658415733475	0.913628008407307	35
GSE162694	ENSG00000118523	CCN2	F1	1	7.11853259300238	0.805783782901867	30
GSE162694	ENSG00000118523	CCN2	F2	2	7.15095407881143	0.643332746524814	27
GSE162694	ENSG00000118523	CCN2	F3	3	7.90780705803745	1.36943967940738	8
GSE162694	ENSG00000118523	CCN2	F4	4	10.1818042821753	1.91599204479004	12
GSE162694	ENSG00000172757	CFL1	F0	0	10.576020395976	0.539567009220699	35
GSE162694	ENSG00000172757	CFL1	F1	1	10.4775564479225	0.601707411081465	30
GSE162694	ENSG00000172757	CFL1	F2	2	10.3852585059555	0.43200722523701	27
GSE162694	ENSG00000172757	CFL1	F3	3	10.6456680978243	0.382522340367411	8
GSE162694	ENSG00000172757	CFL1	F4	4	11.4333016766178	0.498642527606543	12
GSE162694	ENSG00000108821	COL1A1	F0	0	9.36834614286856	1.23763282040152	35
GSE162694	ENSG00000108821	COL1A1	F1	1	9.07836945567164	1.26251364645718	30
GSE162694	ENSG00000108821	COL1A1	F2	2	9.60110975570528	0.774887836416549	27
GSE162694	ENSG00000108821	COL1A1	F3	3	10.7056833239265	0.681269256238775	8
GSE162694	ENSG00000108821	COL1A1	F4	4	10.544317475149	1.38565248846522	12
GSE162694	ENSG00000164692	COL1A2	F0	0	10.5845516872547	0.801384710617015	35
GSE162694	ENSG00000164692	COL1A2	F1	1	10.5355823066187	0.675732572230258	30
GSE162694	ENSG00000164692	COL1A2	F2	2	10.9106349842595	0.494619368452235	27
GSE162694	ENSG00000164692	COL1A2	F3	3	11.5641688906482	0.933155247107778	8
GSE162694	ENSG00000164692	COL1A2	F4	4	11.6235838759547	0.848105913401347	12
GSE162694	ENSG00000005339	CREBBP	F0	0	11.0857929502149	0.343753243641217	35
GSE162694	ENSG00000005339	CREBBP	F1	1	10.982465654752	0.332879783338004	30
GSE162694	ENSG00000005339	CREBBP	F2	2	11.0940602356854	0.239278300475827	27
GSE162694	ENSG00000005339	CREBBP	F3	3	11.1406540449298	0.261405954206713	8
GSE162694	ENSG00000005339	CREBBP	F4	4	10.9043002115069	0.255421956698129	12
GSE162694	ENSG00000102974	CTCF	F0	0	9.64247549286464	0.245528534864649	35
GSE162694	ENSG00000102974	CTCF	F1	1	9.66303475762253	0.171338449626732	30
GSE162694	ENSG00000102974	CTCF	F2	2	9.6590400785413	0.132453622681559	27
GSE162694	ENSG00000102974	CTCF	F3	3	9.6463307117774	0.10549310708088	8
GSE162694	ENSG00000102974	CTCF	F4	4	9.75971973336173	0.147533193917565	12
GSE162694	ENSG00000168036	CTNNB1	F0	0	12.3254752258703	0.237173390237964	35
GSE162694	ENSG00000168036	CTNNB1	F1	1	12.3507138725675	0.223309643116281	30
GSE162694	ENSG00000168036	CTNNB1	F2	2	12.2773916142291	0.256430272969064	27
GSE162694	ENSG00000168036	CTNNB1	F3	3	12.2801043319624	0.216018783811633	8
GSE162694	ENSG00000168036	CTNNB1	F4	4	12.6288404391267	0.287703130410436	12
GSE162694	ENSG00000130816	DNMT1	F0	0	8.93864409134385	0.505375461928461	35
GSE162694	ENSG00000130816	DNMT1	F1	1	8.90348509151442	0.46634501222062	30
GSE162694	ENSG00000130816	DNMT1	F2	2	9.10163516437353	0.420120165680172	27
GSE162694	ENSG00000130816	DNMT1	F3	3	9.17523702389426	0.451940526746448	8
GSE162694	ENSG00000130816	DNMT1	F4	4	8.76086947702756	0.695012727768525	12
GSE162694	ENSG00000119772	DNMT3A	F0	0	8.20063839533808	0.48486001011645	35
GSE162694	ENSG00000119772	DNMT3A	F1	1	8.03161044829601	0.423214634275833	30
GSE162694	ENSG00000119772	DNMT3A	F2	2	8.19991060000735	0.348070717072466	27
GSE162694	ENSG00000119772	DNMT3A	F3	3	8.39516266726124	0.327779513275808	8
GSE162694	ENSG00000119772	DNMT3A	F4	4	8.00620035574608	0.576845259356642	12
GSE162694	ENSG00000088305	DNMT3B	F0	0	6.06671080697594	0.389970944531707	35
GSE162694	ENSG00000088305	DNMT3B	F1	1	6.02202443561573	0.431175426535655	30
GSE162694	ENSG00000088305	DNMT3B	F2	2	6.06084899828562	0.403145866546705	27
GSE162694	ENSG00000088305	DNMT3B	F3	3	5.97940026153575	0.349166722983964	8
GSE162694	ENSG00000088305	DNMT3B	F4	4	5.52638335280474	0.466350753569449	12
GSE162694	ENSG00000197102	DYNC1H1	F0	0	12.5467885713941	0.205533394934201	35
GSE162694	ENSG00000197102	DYNC1H1	F1	1	12.5722103454767	0.231213816266947	30
GSE162694	ENSG00000197102	DYNC1H1	F2	2	12.6016429048244	0.191286648594436	27
GSE162694	ENSG00000197102	DYNC1H1	F3	3	12.5512650887473	0.205425055282594	8
GSE162694	ENSG00000197102	DYNC1H1	F4	4	12.7164301400231	0.235464593607834	12
GSE162694	ENSG00000074266	EED	F0	0	8.29114308630096	0.301104580391254	35
GSE162694	ENSG00000074266	EED	F1	1	8.39611896093595	0.353687771035586	30
GSE162694	ENSG00000074266	EED	F2	2	8.54763524051288	0.348850006388919	27
GSE162694	ENSG00000074266	EED	F3	3	8.35996670128418	0.441764987353997	8
GSE162694	ENSG00000074266	EED	F4	4	8.23499867630378	0.211655242816135	12
GSE162694	ENSG00000181090	EHMT1	F0	0	9.71811968891381	0.365047546860375	35
GSE162694	ENSG00000181090	EHMT1	F1	1	9.66960632364695	0.438577329187213	30
GSE162694	ENSG00000181090	EHMT1	F2	2	9.58181122082335	0.267868079637591	27
GSE162694	ENSG00000181090	EHMT1	F3	3	9.63280475784505	0.309162312117224	8
GSE162694	ENSG00000181090	EHMT1	F4	4	9.25655025935979	0.475486191339177	12
GSE162694	ENSG00000204371	EHMT2	F0	0	8.18974359982614	0.48656434581739	35
GSE162694	ENSG00000204371	EHMT2	F1	1	7.93410687407938	0.468358663013343	30
GSE162694	ENSG00000204371	EHMT2	F2	2	8.00097919771748	0.431206761669576	27
GSE162694	ENSG00000204371	EHMT2	F3	3	8.32911006867261	0.384107605764257	8
GSE162694	ENSG00000204371	EHMT2	F4	4	7.8094726841917	0.454467910820081	12
GSE162694	ENSG00000102119	EMD	F0	0	7.07840571570898	0.50140692187451	35
GSE162694	ENSG00000102119	EMD	F1	1	6.96215913729221	0.652759953805408	30
GSE162694	ENSG00000102119	EMD	F2	2	6.91330476870838	0.385048164746502	27
GSE162694	ENSG00000102119	EMD	F3	3	7.09548369509607	0.650383887562391	8
GSE162694	ENSG00000102119	EMD	F4	4	7.78678617374438	0.430244856739772	12
GSE162694	ENSG00000100393	EP300	F0	0	11.381881841065	0.124397433308548	35
GSE162694	ENSG00000100393	EP300	F1	1	11.3976110270946	0.159043636669598	30
GSE162694	ENSG00000100393	EP300	F2	2	11.3849606715938	0.152091416594453	27
GSE162694	ENSG00000100393	EP300	F3	3	11.3174019915634	0.0798481942940424	8
GSE162694	ENSG00000100393	EP300	F4	4	11.4965235884745	0.17144477963404	12
GSE162694	ENSG00000106462	EZH2	F0	0	7.3978506064079	0.515237962569252	35
GSE162694	ENSG00000106462	EZH2	F1	1	7.28232027798061	0.488747230889298	30
GSE162694	ENSG00000106462	EZH2	F2	2	7.47633606148198	0.393718912390127	27
GSE162694	ENSG00000106462	EZH2	F3	3	7.60503337123515	0.510054343650132	8
GSE162694	ENSG00000106462	EZH2	F4	4	6.73045757887709	0.71113366341197	12
GSE162694	ENSG00000073712	FERMT2	F0	0	11.5323649720976	0.406604420360407	35
GSE162694	ENSG00000073712	FERMT2	F1	1	11.5693214187487	0.394966677166278	30
GSE162694	ENSG00000073712	FERMT2	F2	2	11.3243555926451	0.380635350229687	27
GSE162694	ENSG00000073712	FERMT2	F3	3	11.0876855175003	0.314671823152544	8
GSE162694	ENSG00000073712	FERMT2	F4	4	11.4808504998315	0.761441353307326	12
GSE162694	ENSG00000196924	FLNA	F0	0	10.0048389110232	0.944743969388476	35
GSE162694	ENSG00000196924	FLNA	F1	1	9.90465764834469	0.853535968949776	30
GSE162694	ENSG00000196924	FLNA	F2	2	9.81623150303086	0.572635699470209	27
GSE162694	ENSG00000196924	FLNA	F3	3	10.459480760842	0.584082027718568	8
GSE162694	ENSG00000196924	FLNA	F4	4	11.3650542902509	0.870812629666687	12
GSE162694	ENSG00000163041	H3F3A	F0	0	10.5059833553746	0.660126881252637	35
GSE162694	ENSG00000163041	H3F3A	F1	1	10.5605612270527	0.665016916638938	30
GSE162694	ENSG00000163041	H3F3A	F2	2	10.6513727895227	0.588032557555691	27
GSE162694	ENSG00000163041	H3F3A	F3	3	10.8630547623757	0.292367202052754	8
GSE162694	ENSG00000163041	H3F3A	F4	4	10.7290503320744	0.582463385846442	12
GSE162694	ENSG00000116478	HDAC1	F0	0	9.65621700700341	0.357200384335069	35
GSE162694	ENSG00000116478	HDAC1	F1	1	9.5271649658058	0.278601009694642	30
GSE162694	ENSG00000116478	HDAC1	F2	2	9.54926756990991	0.238336032903292	27
GSE162694	ENSG00000116478	HDAC1	F3	3	9.72485855258101	0.230968415479914	8
GSE162694	ENSG00000116478	HDAC1	F4	4	9.70963256358595	0.287834880723232	12
GSE162694	ENSG00000196591	HDAC2	F0	0	9.33455290958596	0.320060515918113	35
GSE162694	ENSG00000196591	HDAC2	F1	1	9.36870308777141	0.342043766481577	30
GSE162694	ENSG00000196591	HDAC2	F2	2	9.50898539064192	0.295127851368517	27
GSE162694	ENSG00000196591	HDAC2	F3	3	9.45125293036667	0.408520753117044	8
GSE162694	ENSG00000196591	HDAC2	F4	4	9.51423615671873	0.299361874817389	12
GSE162694	ENSG00000171720	HDAC3	F0	0	9.54938895017091	0.320521158743202	35
GSE162694	ENSG00000171720	HDAC3	F1	1	9.47001530583007	0.270697823366986	30
GSE162694	ENSG00000171720	HDAC3	F2	2	9.28913560449179	0.176149291459014	27
GSE162694	ENSG00000171720	HDAC3	F3	3	9.3730286512004	0.191835501167046	8
GSE162694	ENSG00000171720	HDAC3	F4	4	9.18832501536356	0.32142031145254	12
GSE162694	ENSG00000108840	HDAC5	F0	0	8.79126643846925	0.889051263524009	35
GSE162694	ENSG00000108840	HDAC5	F1	1	8.53936482260232	0.890207021954921	30
GSE162694	ENSG00000108840	HDAC5	F2	2	8.33740201538273	0.514263078335737	27
GSE162694	ENSG00000108840	HDAC5	F3	3	8.54562005613669	0.775613230392417	8
GSE162694	ENSG00000108840	HDAC5	F4	4	8.61580438834872	0.580002067247193	12
GSE162694	ENSG00000101076	HNF4A	F0	0	12.5071416665819	0.549659609460632	35
GSE162694	ENSG00000101076	HNF4A	F1	1	12.2940765479533	0.56978335369033	30
GSE162694	ENSG00000101076	HNF4A	F2	2	12.094711281606	0.364184868067078	27
GSE162694	ENSG00000101076	HNF4A	F3	3	12.1859690012285	0.459321093508613	8
GSE162694	ENSG00000101076	HNF4A	F4	4	12.079403367462	0.552551143316468	12
GSE162694	ENSG00000166333	ILK	F0	0	9.35463965080638	0.360038029927581	35
GSE162694	ENSG00000166333	ILK	F1	1	9.32759940929258	0.494559821579142	30
GSE162694	ENSG00000166333	ILK	F2	2	9.18418914654314	0.30353801823501	27
GSE162694	ENSG00000166333	ILK	F3	3	9.42393215602134	0.240433723412927	8
GSE162694	ENSG00000166333	ILK	F4	4	9.91782618339015	0.325597960008191	12
GSE162694	ENSG00000161638	ITGA5	F0	0	10.2658795097864	0.288062671733899	35
GSE162694	ENSG00000161638	ITGA5	F1	1	10.2059494994202	0.387016700316499	30
GSE162694	ENSG00000161638	ITGA5	F2	2	10.0536790708972	0.388145631423545	27
GSE162694	ENSG00000161638	ITGA5	F3	3	10.1853906526211	0.311545758121115	8
GSE162694	ENSG00000161638	ITGA5	F4	4	10.4446386955025	0.309392636735596	12
GSE162694	ENSG00000150093	ITGB1	F0	0	12.9642335902352	0.376539088959049	35
GSE162694	ENSG00000150093	ITGB1	F1	1	12.9617137396175	0.312893989590076	30
GSE162694	ENSG00000150093	ITGB1	F2	2	13.1148678576242	0.283778083090458	27
GSE162694	ENSG00000150093	ITGB1	F3	3	13.2230605436766	0.424902779760914	8
GSE162694	ENSG00000150093	ITGB1	F4	4	13.7997201467498	0.531980065704576	12
GSE162694	ENSG00000004487	KDM1A	F0	0	9.67562389429882	0.252990512887295	35
GSE162694	ENSG00000004487	KDM1A	F1	1	9.73993986887637	0.303057848468549	30
GSE162694	ENSG00000004487	KDM1A	F2	2	9.79588845726792	0.21952604670896	27
GSE162694	ENSG00000004487	KDM1A	F3	3	9.64424479408201	0.21859609555555	8
GSE162694	ENSG00000004487	KDM1A	F4	4	9.91938394000826	0.352003703523418	12
GSE162694	ENSG00000066135	KDM4A	F0	0	10.1853256329883	0.304249578418622	35
GSE162694	ENSG00000066135	KDM4A	F1	1	10.2688484703494	0.307371588794073	30
GSE162694	ENSG00000066135	KDM4A	F2	2	10.3153277300246	0.27283147244756	27
GSE162694	ENSG00000066135	KDM4A	F3	3	10.0688128113768	0.258535893325948	8
GSE162694	ENSG00000066135	KDM4A	F4	4	9.72585753699539	0.416789456413964	12
GSE162694	ENSG00000127663	KDM4B	F0	0	8.59633918608171	0.711565604760781	35
GSE162694	ENSG00000127663	KDM4B	F1	1	8.51606207444734	0.660007396599811	30
GSE162694	ENSG00000127663	KDM4B	F2	2	8.49257931311196	0.373530984822084	27
GSE162694	ENSG00000127663	KDM4B	F3	3	8.52631327805087	0.609375907360287	8
GSE162694	ENSG00000127663	KDM4B	F4	4	8.26431267369335	0.693707749045639	12
GSE162694	ENSG00000107077	KDM4C	F0	0	10.1970338913167	0.294128256534093	35
GSE162694	ENSG00000107077	KDM4C	F1	1	10.206714884159	0.264463711029182	30
GSE162694	ENSG00000107077	KDM4C	F2	2	10.2912195856354	0.232638941693756	27
GSE162694	ENSG00000107077	KDM4C	F3	3	10.0867948117047	0.268027197591119	8
GSE162694	ENSG00000107077	KDM4C	F4	4	9.8362521535616	0.291353566387633	12
GSE162694	ENSG00000186280	KDM4D	F0	0	3.2770761535794	0.837146720322899	35
GSE162694	ENSG00000186280	KDM4D	F1	1	3.59479240526262	0.570735344610779	30
GSE162694	ENSG00000186280	KDM4D	F2	2	3.45629089570625	0.611236150493094	27
GSE162694	ENSG00000186280	KDM4D	F3	3	3.16987169356244	0.588891585291187	8
GSE162694	ENSG00000186280	KDM4D	F4	4	3.57414592278264	0.415592535554707	12
GSE162694	ENSG00000127528	KLF2	F0	0	4.88183312154375	0.803976645577909	35
GSE162694	ENSG00000127528	KLF2	F1	1	4.73258702849698	0.723670305332611	30
GSE162694	ENSG00000127528	KLF2	F2	2	4.79409044856502	0.591531926511105	27
GSE162694	ENSG00000127528	KLF2	F3	3	4.91989358558301	1.03108600830075	8
GSE162694	ENSG00000127528	KLF2	F4	4	6.29749805143362	1.09764927408209	12
GSE162694	ENSG00000143815	LBR	F0	0	9.97735127054468	0.377034394392307	35
GSE162694	ENSG00000143815	LBR	F1	1	9.9064614300354	0.412358660571159	30
GSE162694	ENSG00000143815	LBR	F2	2	10.0139397680108	0.340902946681942	27
GSE162694	ENSG00000143815	LBR	F3	3	9.93816887950045	0.576428633712653	8
GSE162694	ENSG00000143815	LBR	F4	4	10.5193768233923	0.609367876618904	12
GSE162694	ENSG00000161904	LEMD2	F0	0	8.51209348449291	0.240570647596377	35
GSE162694	ENSG00000161904	LEMD2	F1	1	8.50390512437401	0.306114250036067	30
GSE162694	ENSG00000161904	LEMD2	F2	2	8.47306298733968	0.193176328054848	27
GSE162694	ENSG00000161904	LEMD2	F3	3	8.53768476575702	0.224579533198471	8
GSE162694	ENSG00000161904	LEMD2	F4	4	8.57096942828108	0.152162415218643	12
GSE162694	ENSG00000174106	LEMD3	F0	0	9.09894361669054	0.45867121779928	35
GSE162694	ENSG00000174106	LEMD3	F1	1	9.08798009882644	0.438845891291613	30
GSE162694	ENSG00000174106	LEMD3	F2	2	9.14842836845155	0.372006081454532	27
GSE162694	ENSG00000174106	LEMD3	F3	3	9.00703689644968	0.550693442041485	8
GSE162694	ENSG00000174106	LEMD3	F4	4	9.30413773654313	0.465555290212472	12
GSE162694	ENSG00000160789	LMNA	F0	0	9.24746212859153	0.98795049830394	35
GSE162694	ENSG00000160789	LMNA	F1	1	8.9262051746239	0.907908924532221	30
GSE162694	ENSG00000160789	LMNA	F2	2	8.82531612836677	0.639753309889709	27
GSE162694	ENSG00000160789	LMNA	F3	3	9.60851877915085	0.51994817079464	8
GSE162694	ENSG00000160789	LMNA	F4	4	10.1067658006411	0.704580117349938	12
GSE162694	ENSG00000113368	LMNB1	F0	0	7.38829952755985	0.55125350209814	35
GSE162694	ENSG00000113368	LMNB1	F1	1	7.43896689365381	0.495986440941879	30
GSE162694	ENSG00000113368	LMNB1	F2	2	7.6047077356007	0.399776008655638	27
GSE162694	ENSG00000113368	LMNB1	F3	3	7.66182699217704	0.755553965991116	8
GSE162694	ENSG00000113368	LMNB1	F4	4	7.3926018038717	0.442930713683008	12
GSE162694	ENSG00000176619	LMNB2	F0	0	6.06804948810001	1.02383987005613	35
GSE162694	ENSG00000176619	LMNB2	F1	1	5.95233818258702	0.922627467764135	30
GSE162694	ENSG00000176619	LMNB2	F2	2	5.92490288059473	0.561413340433037	27
GSE162694	ENSG00000176619	LMNB2	F3	3	6.05840291033113	0.605064620634006	8
GSE162694	ENSG00000176619	LMNB2	F4	4	6.44252228126909	0.691921176993678	12
GSE162694	ENSG00000113083	LOX	F0	0	6.09967835329537	0.86561522501329	35
GSE162694	ENSG00000113083	LOX	F1	1	6.07784126567651	0.849496954638964	30
GSE162694	ENSG00000113083	LOX	F2	2	6.25379319103255	0.550150079018451	27
GSE162694	ENSG00000113083	LOX	F3	3	6.71748830794066	0.703999645806748	8
GSE162694	ENSG00000113083	LOX	F4	4	6.87146178453503	1.04066799588026	12
GSE162694	ENSG00000157193	LRP8	F0	0	5.32171051005817	0.607542347746191	35
GSE162694	ENSG00000157193	LRP8	F1	1	5.53403981430779	0.550183286989048	30
GSE162694	ENSG00000157193	LRP8	F2	2	5.63925776557374	0.568950360030745	27
GSE162694	ENSG00000157193	LRP8	F3	3	5.37417709705837	0.694263696268371	8
GSE162694	ENSG00000157193	LRP8	F4	4	5.40129855144332	0.913970730436807	12
GSE162694	ENSG00000196588	MKL1	F0	0	7.77242989348141	0.499886933613386	35
GSE162694	ENSG00000196588	MKL1	F1	1	7.60154070322135	0.37886889557049	30
