Ensembl_ID	Gene_symbol	contrast	type	dir	baseMean	log2FC	lfcSE	padj	n_ds_tested	n_ds_same_dir
ENSG00000173530	TNFRSF10D	F4_vs_F0	baseline	up	354.9962931514913	0.5922505100380997	0.08754646086181386	3.7265812016428e-10	3	3
ENSG00000163833	FBXO40	F4_vs_F0	baseline	down	26.95344034371034	-1.43107174113303	0.2117326624592026	3.8674366458222984e-10	3	3
ENSG00000035862	TIMP2	F4_vs_F0	baseline	up	1004.9715032962606	0.7196407684571309	0.10653873937197891	3.9587249968530815e-10	3	3
ENSG00000135447	PPP1R1A	F4_vs_F0	baseline	down	1693.1208596663573	-0.985788290192402	0.1459499453855275	3.9640519262160575e-10	3	3
ENSG00000135324	MRAP2	F4_vs_F0	baseline	up	8.210735906566095	1.7826163069917162	0.26410632579713605	4.07992281304253e-10	3	3
ENSG00000172738	TMEM217	F4_vs_F0	baseline	up	11.191019621409868	1.2045157843262382	0.1786757215374199	4.302171999862933e-10	3	3
ENSG00000138448	ITGAV	F4_vs_F0	baseline	up	1128.5776241866618	0.871112245484201	0.12935576137083313	4.504908900519104e-10	3	3
ENSG00000185267	CDNF	F4_vs_F0	baseline	down	85.2794246540201	-0.6700254657693303	0.09951215193250837	4.5325107880716773e-10	3	3
ENSG00000159713	TPPP3	F4_vs_F0	baseline	up	18.20840228890518	1.4087684248691434	0.20945575031830171	4.756011976572987e-10	3	3
ENSG00000163702	IL17RC	F4_vs_F0	baseline	down	1149.2128754937082	-0.7083186192468812	0.10534243263072353	4.810009970008742e-10	3	3
ENSG00000110975	SYT10	F4_vs_F0	baseline	down	15.295650150862349	-1.7381778631990448	0.25862566379540197	4.906491316533851e-10	3	3
ENSG00000081320	STK17B	F4_vs_F0	baseline	up	247.15595766016153	0.9877591177788941	0.1470068788865937	4.955393184866273e-10	3	3
ENSG00000134780	DAGLA	F4_vs_F0	baseline	up	19.796273125500893	1.272701280994588	0.18963619652663205	5.220980936252347e-10	3	3
ENSG00000196562	SULF2	F4_vs_F0	baseline	up	1362.5801660946486	0.6748184085049543	0.10056326420120557	5.244191049894041e-10	3	3
ENSG00000026652	AGPAT4	F4_vs_F0	baseline	up	71.76903694101877	0.7390001518857189	0.11029664924942394	5.607657247931192e-10	3	3
ENSG00000112559	MDFI	F4_vs_F0	baseline	up	5.912647133626701	2.0234688891413244	0.30205968582836346	5.644875083806775e-10	3	3
ENSG00000022567	SLC45A4	F4_vs_F0	baseline	up	42.098905981213875	1.0144419157412996	0.15162318786267315	5.966969724514969e-10	3	3
ENSG00000184584	STING1	F4_vs_F0	baseline	up	207.12147447538288	0.7300811001926141	0.10913492622510301	5.99116947278743e-10	3	3
ENSG00000260266	PPIAP46	F4_vs_F0	baseline	down	104.12331697749423	-0.8921589937306629	0.13343887939006466	6.139008019545048e-10	2	2
ENSG00000166557	TMED3	F4_vs_F0	baseline	up	165.58494884029395	0.7249297069562031	0.10849824589805578	6.305864442366407e-10	3	3
ENSG00000071051	NCK2	F4_vs_F0	baseline	up	143.0759060803645	0.6292892408625759	0.09428137742484362	6.598931220855836e-10	3	3
ENSG00000074181	NOTCH3	F4_vs_F0	baseline	up	83.31690836737529	1.4031601524016355	0.2103546870407299	6.776551241527933e-10	3	3
ENSG00000213886	UBD	F4_vs_F0	baseline	up	253.41708110971294	2.0440728059545137	0.3068483316104605	7.154861469782012e-10	3	3
ENSG00000206052	DOK6	F4_vs_F0	baseline	down	152.98186760824478	-1.4510638911992206	0.21796015954157094	7.340460793777709e-10	3	3
ENSG00000173040	EVC2	F4_vs_F0	baseline	up	31.78622458867571	1.190107926110792	0.17878682123928757	7.362977390227091e-10	3	3
ENSG00000206579	XKR4	F4_vs_F0	baseline	down	58.7462940555315	-1.243304891238114	0.18691649185137826	7.588507538522089e-10	2	2
ENSG00000166391	MOGAT2	F4_vs_F0	baseline	down	3087.3494854629134	-0.6048596651281737	0.09095277217729356	7.648582825947248e-10	3	3
ENSG00000156218	ADAMTSL3	F4_vs_F0	baseline	down	2688.9256192919725	-0.6383170338937683	0.0959938659369308	7.672643324646634e-10	3	3
ENSG00000160593	JAML	F4_vs_F0	baseline	up	250.01495065407786	0.7357089440595161	0.11067885451797663	7.781960175004295e-10	3	3
ENSG00000169604	ANTXR1	F4_vs_F0	baseline	up	307.7278152099115	1.0760396244090322	0.16200959477461688	8.060295525433048e-10	3	3
ENSG00000134028	ADAMDEC1	F4_vs_F0	baseline	up	6.034794381624156	2.269178662664427	0.3420751145854082	8.477302263726957e-10	3	3
ENSG00000178021	TSPYL6	F4_vs_F0	baseline	down	26.368765585957878	-0.9684490760078693	0.14599494913324726	8.477302263726957e-10	2	2
ENSG00000182752	PAPPA	F4_vs_F0	baseline	up	46.924245116074665	1.3622555181283498	0.20556631873994516	8.850812232557534e-10	3	3
ENSG00000127152	BCL11B	F4_vs_F0	baseline	up	40.51598909982156	1.0543561526582774	0.15925007363191396	9.208206367558602e-10	3	3
ENSG00000114349	GNAT1	F4_vs_F0	baseline	down	23.099088812960225	-1.5077250603754844	0.22780185937697411	9.329913815204116e-10	2	2
ENSG00000273274	ZBTB8B	F4_vs_F0	baseline	down	114.7961922568327	-0.7741875540196902	0.11700431807293124	9.416587684386208e-10	2	2
ENSG00000124374	PAIP2B	F4_vs_F0	baseline	down	1043.3635955241568	-0.6346017882518987	0.09599255642605455	9.777245193802979e-10	3	3
ENSG00000166483	WEE1	F4_vs_F0	baseline	up	445.2400998024359	0.6980817141978081	0.105634295186314	9.926129591275915e-10	3	3
ENSG00000143365	RORC	F4_vs_F0	baseline	down	2855.240606160174	-0.7033297783172284	0.10645439990791246	1.000309816491343e-9	3	3
ENSG00000133958	UNC79	F4_vs_F0	baseline	down	20.818158923461276	-0.8632228426651352	0.1308202365111032	1.0564255245737636e-9	3	3
ENSG00000146242	TPBG	F4_vs_F0	baseline	up	27.754317627246813	0.8497102193137496	0.1288291438106039	1.074310315024298e-9	3	3
ENSG00000147113	DIPK2B	F4_vs_F0	baseline	up	104.52796480162883	1.3653239085095654	0.2070057070453222	1.074310315024298e-9	3	3
ENSG00000171217	CLDN20	F4_vs_F0	baseline	down	29.282023468426885	-0.8797093941963132	0.13343564006119105	1.0932366986232367e-9	2	2
ENSG00000086205	FOLH1	F4_vs_F0	baseline	down	989.5725847061784	-0.6343740795307156	0.09626514377766093	1.1095807848952755e-9	3	3
ENSG00000180251	SLC9A4	F4_vs_F0	baseline	down	106.06496980194915	-0.8998923960512387	0.13657160528747955	1.113094897392604e-9	2	2
ENSG00000173702	MUC13	F4_vs_F0	baseline	up	29.94608506092492	3.213199018196901	0.48787813920091194	1.1329882693976677e-9	3	3
ENSG00000110660	SLC35F2	F4_vs_F0	baseline	up	20.12450905826815	1.1423663462147646	0.1734755927771167	1.136331632629654e-9	3	3
